date_key,year,quarter,month,day,date_transaction
20111130,2011,4,11,30,2011-11-30
20111201,2011,4,12,1,2011-12-01
20111202,2011,4,12,2,2011-12-02
20111203,2011,4,12,3,2011-12-03
20111204,2011,4,12,4,2011-12-04
20111205,2011,4,12,5,2011-12-05
20111206,2011,4,12,6,2011-12-06
20111207,2011,4,12,7,2011-12-07
20111208,2011,4,12,8,2011-12-08
20111209,2011,4,12,9,2011-12-09
20111210,2011,4,12,10,2011-12-10
20111211,2011,4,12,11,2011-12-11
20111212,2011,4,12,12,2011-12-12
20111213,2011,4,12,13,2011-12-13
20111214,2011,4,12,14,2011-12-14
20111215,2011,4,12,15,2011-12-15
20111216,2011,4,12,16,2011-12-16
20111217,2011,4,12,17,2011-12-17
20111218,2011,4,12,18,2011-12-18
20111219,2011,4,12,19,2011-12-19
20111220,2011,4,12,20,2011-12-20
20111221,2011,4,12,21,2011-12-21
20111222,2011,4,12,22,2011-12-22
20111223,2011,4,12,23,2011-12-23
20111224,2011,4,12,24,2011-12-24
20111225,2011,4,12,25,2011-12-25
20111226,2011,4,12,26,2011-12-26
20111227,2011,4,12,27,2011-12-27
20111228,2011,4,12,28,2011-12-28
20111229,2011,4,12,29,2011-12-29
20111230,2011,4,12,30,2011-12-30
20111231,2011,4,12,31,2011-12-31
20120101,2012,1,1,1,2012-01-01
20120102,2012,1,1,2,2012-01-02
20120103,2012,1,1,3,2012-01-03
20120104,2012,1,1,4,2012-01-04
20120105,2012,1,1,5,2012-01-05
20120106,2012,1,1,6,2012-01-06
20120107,2012,1,1,7,2012-01-07
20120108,2012,1,1,8,2012-01-08
20120109,2012,1,1,9,2012-01-09
20120110,2012,1,1,10,2012-01-10
20120111,2012,1,1,11,2012-01-11
20120112,2012,1,1,12,2012-01-12
20120113,2012,1,1,13,2012-01-13
20120114,2012,1,1,14,2012-01-14
20120115,2012,1,1,15,2012-01-15
20120116,2012,1,1,16,2012-01-16
20120117,2012,1,1,17,2012-01-17
20120118,2012,1,1,18,2012-01-18
20120119,2012,1,1,19,2012-01-19
20120120,2012,1,1,20,2012-01-20
20120121,2012,1,1,21,2012-01-21
20120122,2012,1,1,22,2012-01-22
20120123,2012,1,1,23,2012-01-23
20120124,2012,1,1,24,2012-01-24
20120125,2012,1,1,25,2012-01-25
20120126,2012,1,1,26,2012-01-26
20120127,2012,1,1,27,2012-01-27
20120128,2012,1,1,28,2012-01-28
20120129,2012,1,1,29,2012-01-29
20120130,2012,1,1,30,2012-01-30
20120131,2012,1,1,31,2012-01-31
20120201,2012,1,2,1,2012-02-01
20120202,2012,1,2,2,2012-02-02
20120203,2012,1,2,3,2012-02-03
20120204,2012,1,2,4,2012-02-04
20120205,2012,1,2,5,2012-02-05
20120206,2012,1,2,6,2012-02-06
20120207,2012,1,2,7,2012-02-07
20120208,2012,1,2,8,2012-02-08
20120209,2012,1,2,9,2012-02-09
20120210,2012,1,2,10,2012-02-10
20120211,2012,1,2,11,2012-02-11
20120212,2012,1,2,12,2012-02-12
20120213,2012,1,2,13,2012-02-13
20120214,2012,1,2,14,2012-02-14
20120215,2012,1,2,15,2012-02-15
20120216,2012,1,2,16,2012-02-16
20120217,2012,1,2,17,2012-02-17
20120218,2012,1,2,18,2012-02-18
20120219,2012,1,2,19,2012-02-19
20120220,2012,1,2,20,2012-02-20
20120221,2012,1,2,21,2012-02-21
20120222,2012,1,2,22,2012-02-22
20120223,2012,1,2,23,2012-02-23
20120224,2012,1,2,24,2012-02-24
20120225,2012,1,2,25,2012-02-25
20120226,2012,1,2,26,2012-02-26
20120227,2012,1,2,27,2012-02-27
20120228,2012,1,2,28,2012-02-28
20120229,2012,1,2,29,2012-02-29
20120301,2012,1,3,1,2012-03-01
20120302,2012,1,3,2,2012-03-02
20120303,2012,1,3,3,2012-03-03
20120304,2012,1,3,4,2012-03-04
20120305,2012,1,3,5,2012-03-05
20120306,2012,1,3,6,2012-03-06
20120307,2012,1,3,7,2012-03-07
20120308,2012,1,3,8,2012-03-08
20120309,2012,1,3,9,2012-03-09
20120310,2012,1,3,10,2012-03-10
20120311,2012,1,3,11,2012-03-11
20120312,2012,1,3,12,2012-03-12
20120313,2012,1,3,13,2012-03-13
20120314,2012,1,3,14,2012-03-14
20120315,2012,1,3,15,2012-03-15
20120316,2012,1,3,16,2012-03-16
20120317,2012,1,3,17,2012-03-17
20120318,2012,1,3,18,2012-03-18
20120319,2012,1,3,19,2012-03-19
20120320,2012,1,3,20,2012-03-20
20120321,2012,1,3,21,2012-03-21
20120322,2012,1,3,22,2012-03-22
20120323,2012,1,3,23,2012-03-23
20120324,2012,1,3,24,2012-03-24
20120325,2012,1,3,25,2012-03-25
20120326,2012,1,3,26,2012-03-26
20120327,2012,1,3,27,2012-03-27
20120328,2012,1,3,28,2012-03-28
20120329,2012,1,3,29,2012-03-29
20120330,2012,1,3,30,2012-03-30
20120331,2012,1,3,31,2012-03-31
20120401,2012,2,4,1,2012-04-01
20120402,2012,2,4,2,2012-04-02
20120403,2012,2,4,3,2012-04-03
20120404,2012,2,4,4,2012-04-04
20120405,2012,2,4,5,2012-04-05
20120406,2012,2,4,6,2012-04-06
20120407,2012,2,4,7,2012-04-07
20120408,2012,2,4,8,2012-04-08
20120409,2012,2,4,9,2012-04-09
20120410,2012,2,4,10,2012-04-10
20120411,2012,2,4,11,2012-04-11
20120412,2012,2,4,12,2012-04-12
20120413,2012,2,4,13,2012-04-13
20120414,2012,2,4,14,2012-04-14
20120415,2012,2,4,15,2012-04-15
20120416,2012,2,4,16,2012-04-16
20120417,2012,2,4,17,2012-04-17
20120418,2012,2,4,18,2012-04-18
20120419,2012,2,4,19,2012-04-19
20120420,2012,2,4,20,2012-04-20
20120421,2012,2,4,21,2012-04-21
20120422,2012,2,4,22,2012-04-22
20120423,2012,2,4,23,2012-04-23
20120424,2012,2,4,24,2012-04-24
20120425,2012,2,4,25,2012-04-25
20120426,2012,2,4,26,2012-04-26
20120427,2012,2,4,27,2012-04-27
20120428,2012,2,4,28,2012-04-28
20120429,2012,2,4,29,2012-04-29
20120430,2012,2,4,30,2012-04-30
20120501,2012,2,5,1,2012-05-01
20120502,2012,2,5,2,2012-05-02
20120503,2012,2,5,3,2012-05-03
20120504,2012,2,5,4,2012-05-04
20120505,2012,2,5,5,2012-05-05
20120506,2012,2,5,6,2012-05-06
20120507,2012,2,5,7,2012-05-07
20120508,2012,2,5,8,2012-05-08
20120509,2012,2,5,9,2012-05-09
20120510,2012,2,5,10,2012-05-10
20120511,2012,2,5,11,2012-05-11
20120512,2012,2,5,12,2012-05-12
20120513,2012,2,5,13,2012-05-13
20120514,2012,2,5,14,2012-05-14
20120515,2012,2,5,15,2012-05-15
20120516,2012,2,5,16,2012-05-16
20120517,2012,2,5,17,2012-05-17
20120518,2012,2,5,18,2012-05-18
20120519,2012,2,5,19,2012-05-19
20120520,2012,2,5,20,2012-05-20
20120521,2012,2,5,21,2012-05-21
20120522,2012,2,5,22,2012-05-22
20120523,2012,2,5,23,2012-05-23
20120524,2012,2,5,24,2012-05-24
20120525,2012,2,5,25,2012-05-25
20120526,2012,2,5,26,2012-05-26
20120527,2012,2,5,27,2012-05-27
20120528,2012,2,5,28,2012-05-28
20120529,2012,2,5,29,2012-05-29
20120530,2012,2,5,30,2012-05-30
20120531,2012,2,5,31,2012-05-31
20120601,2012,2,6,1,2012-06-01
20120602,2012,2,6,2,2012-06-02
20120603,2012,2,6,3,2012-06-03
20120604,2012,2,6,4,2012-06-04
20120605,2012,2,6,5,2012-06-05
20120606,2012,2,6,6,2012-06-06
20120607,2012,2,6,7,2012-06-07
20120608,2012,2,6,8,2012-06-08
20120609,2012,2,6,9,2012-06-09
20120610,2012,2,6,10,2012-06-10
20120611,2012,2,6,11,2012-06-11
20120612,2012,2,6,12,2012-06-12
20120613,2012,2,6,13,2012-06-13
20120614,2012,2,6,14,2012-06-14
20120615,2012,2,6,15,2012-06-15
20120616,2012,2,6,16,2012-06-16
20120617,2012,2,6,17,2012-06-17
20120618,2012,2,6,18,2012-06-18
20120619,2012,2,6,19,2012-06-19
20120620,2012,2,6,20,2012-06-20
20120621,2012,2,6,21,2012-06-21
20120622,2012,2,6,22,2012-06-22
20120623,2012,2,6,23,2012-06-23
20120624,2012,2,6,24,2012-06-24
20120625,2012,2,6,25,2012-06-25
20120626,2012,2,6,26,2012-06-26
20120627,2012,2,6,27,2012-06-27
20120628,2012,2,6,28,2012-06-28
20120629,2012,2,6,29,2012-06-29
20120630,2012,2,6,30,2012-06-30
20120701,2012,3,7,1,2012-07-01
20120702,2012,3,7,2,2012-07-02
20120703,2012,3,7,3,2012-07-03
20120704,2012,3,7,4,2012-07-04
20120705,2012,3,7,5,2012-07-05
20120706,2012,3,7,6,2012-07-06
20120707,2012,3,7,7,2012-07-07
20120708,2012,3,7,8,2012-07-08
20120709,2012,3,7,9,2012-07-09
20120710,2012,3,7,10,2012-07-10
20120711,2012,3,7,11,2012-07-11
20120712,2012,3,7,12,2012-07-12
20120713,2012,3,7,13,2012-07-13
20120714,2012,3,7,14,2012-07-14
20120715,2012,3,7,15,2012-07-15
20120716,2012,3,7,16,2012-07-16
20120717,2012,3,7,17,2012-07-17
20120718,2012,3,7,18,2012-07-18
20120719,2012,3,7,19,2012-07-19
20120720,2012,3,7,20,2012-07-20
20120721,2012,3,7,21,2012-07-21
20120722,2012,3,7,22,2012-07-22
20120723,2012,3,7,23,2012-07-23
20120724,2012,3,7,24,2012-07-24
20120725,2012,3,7,25,2012-07-25
20120726,2012,3,7,26,2012-07-26
20120727,2012,3,7,27,2012-07-27
20120728,2012,3,7,28,2012-07-28
20120729,2012,3,7,29,2012-07-29
20120730,2012,3,7,30,2012-07-30
20120731,2012,3,7,31,2012-07-31
20120801,2012,3,8,1,2012-08-01
20120802,2012,3,8,2,2012-08-02
20120803,2012,3,8,3,2012-08-03
20120804,2012,3,8,4,2012-08-04
20120805,2012,3,8,5,2012-08-05
20120806,2012,3,8,6,2012-08-06
20120807,2012,3,8,7,2012-08-07
20120808,2012,3,8,8,2012-08-08
20120809,2012,3,8,9,2012-08-09
20120810,2012,3,8,10,2012-08-10
20120811,2012,3,8,11,2012-08-11
20120812,2012,3,8,12,2012-08-12
20120813,2012,3,8,13,2012-08-13
20120814,2012,3,8,14,2012-08-14
20120815,2012,3,8,15,2012-08-15
20120816,2012,3,8,16,2012-08-16
20120817,2012,3,8,17,2012-08-17
20120818,2012,3,8,18,2012-08-18
20120819,2012,3,8,19,2012-08-19
20120820,2012,3,8,20,2012-08-20
20120821,2012,3,8,21,2012-08-21
20120822,2012,3,8,22,2012-08-22
20120823,2012,3,8,23,2012-08-23
20120824,2012,3,8,24,2012-08-24
20120825,2012,3,8,25,2012-08-25
20120826,2012,3,8,26,2012-08-26
20120827,2012,3,8,27,2012-08-27
20120828,2012,3,8,28,2012-08-28
20120829,2012,3,8,29,2012-08-29
20120830,2012,3,8,30,2012-08-30
20120831,2012,3,8,31,2012-08-31
20120901,2012,3,9,1,2012-09-01
20120902,2012,3,9,2,2012-09-02
20120903,2012,3,9,3,2012-09-03
20120904,2012,3,9,4,2012-09-04
20120905,2012,3,9,5,2012-09-05
20120906,2012,3,9,6,2012-09-06
20120907,2012,3,9,7,2012-09-07
20120908,2012,3,9,8,2012-09-08
20120909,2012,3,9,9,2012-09-09
20120910,2012,3,9,10,2012-09-10
20120911,2012,3,9,11,2012-09-11
20120912,2012,3,9,12,2012-09-12
20120913,2012,3,9,13,2012-09-13
20120914,2012,3,9,14,2012-09-14
20120915,2012,3,9,15,2012-09-15
20120916,2012,3,9,16,2012-09-16
20120917,2012,3,9,17,2012-09-17
20120918,2012,3,9,18,2012-09-18
20120919,2012,3,9,19,2012-09-19
20120920,2012,3,9,20,2012-09-20
20120921,2012,3,9,21,2012-09-21
20120922,2012,3,9,22,2012-09-22
20120923,2012,3,9,23,2012-09-23
20120924,2012,3,9,24,2012-09-24
20120925,2012,3,9,25,2012-09-25
20120926,2012,3,9,26,2012-09-26
20120927,2012,3,9,27,2012-09-27
20120928,2012,3,9,28,2012-09-28
20120929,2012,3,9,29,2012-09-29
20120930,2012,3,9,30,2012-09-30
20121001,2012,4,10,1,2012-10-01
20121002,2012,4,10,2,2012-10-02
20121003,2012,4,10,3,2012-10-03
20121004,2012,4,10,4,2012-10-04
20121005,2012,4,10,5,2012-10-05
20121006,2012,4,10,6,2012-10-06
20121007,2012,4,10,7,2012-10-07
20121008,2012,4,10,8,2012-10-08
20121009,2012,4,10,9,2012-10-09
20121010,2012,4,10,10,2012-10-10
20121011,2012,4,10,11,2012-10-11
20121012,2012,4,10,12,2012-10-12
20121013,2012,4,10,13,2012-10-13
20121014,2012,4,10,14,2012-10-14
20121015,2012,4,10,15,2012-10-15
20121016,2012,4,10,16,2012-10-16
20121017,2012,4,10,17,2012-10-17
20121018,2012,4,10,18,2012-10-18
20121019,2012,4,10,19,2012-10-19
20121020,2012,4,10,20,2012-10-20
20121021,2012,4,10,21,2012-10-21
20121022,2012,4,10,22,2012-10-22
20121023,2012,4,10,23,2012-10-23
20121024,2012,4,10,24,2012-10-24
20121025,2012,4,10,25,2012-10-25
20121026,2012,4,10,26,2012-10-26
20121027,2012,4,10,27,2012-10-27
20121028,2012,4,10,28,2012-10-28
20121029,2012,4,10,29,2012-10-29
20121030,2012,4,10,30,2012-10-30
20121031,2012,4,10,31,2012-10-31
20121101,2012,4,11,1,2012-11-01
20121102,2012,4,11,2,2012-11-02
20121103,2012,4,11,3,2012-11-03
20121104,2012,4,11,4,2012-11-04
20121105,2012,4,11,5,2012-11-05
20121106,2012,4,11,6,2012-11-06
20121107,2012,4,11,7,2012-11-07
20121108,2012,4,11,8,2012-11-08
20121109,2012,4,11,9,2012-11-09
20121110,2012,4,11,10,2012-11-10
20121111,2012,4,11,11,2012-11-11
20121112,2012,4,11,12,2012-11-12
20121113,2012,4,11,13,2012-11-13
20121114,2012,4,11,14,2012-11-14
20121115,2012,4,11,15,2012-11-15
20121116,2012,4,11,16,2012-11-16
20121117,2012,4,11,17,2012-11-17
20121118,2012,4,11,18,2012-11-18
20121119,2012,4,11,19,2012-11-19
20121120,2012,4,11,20,2012-11-20
20121121,2012,4,11,21,2012-11-21
20121122,2012,4,11,22,2012-11-22
20121123,2012,4,11,23,2012-11-23
20121124,2012,4,11,24,2012-11-24
20121125,2012,4,11,25,2012-11-25
20121126,2012,4,11,26,2012-11-26
20121127,2012,4,11,27,2012-11-27
20121128,2012,4,11,28,2012-11-28
20121129,2012,4,11,29,2012-11-29
20121130,2012,4,11,30,2012-11-30
20121201,2012,4,12,1,2012-12-01
20121202,2012,4,12,2,2012-12-02
20121203,2012,4,12,3,2012-12-03
20121204,2012,4,12,4,2012-12-04
20121205,2012,4,12,5,2012-12-05
20121206,2012,4,12,6,2012-12-06
20121207,2012,4,12,7,2012-12-07
20121208,2012,4,12,8,2012-12-08
20121209,2012,4,12,9,2012-12-09
20121210,2012,4,12,10,2012-12-10
20121211,2012,4,12,11,2012-12-11
20121212,2012,4,12,12,2012-12-12
20121213,2012,4,12,13,2012-12-13
20121214,2012,4,12,14,2012-12-14
20121215,2012,4,12,15,2012-12-15
20121216,2012,4,12,16,2012-12-16
20121217,2012,4,12,17,2012-12-17
20121218,2012,4,12,18,2012-12-18
20121219,2012,4,12,19,2012-12-19
20121220,2012,4,12,20,2012-12-20
20121221,2012,4,12,21,2012-12-21
20121222,2012,4,12,22,2012-12-22
20121223,2012,4,12,23,2012-12-23
20121224,2012,4,12,24,2012-12-24
20121225,2012,4,12,25,2012-12-25
20121226,2012,4,12,26,2012-12-26
20121227,2012,4,12,27,2012-12-27
20121228,2012,4,12,28,2012-12-28
20121229,2012,4,12,29,2012-12-29
20121230,2012,4,12,30,2012-12-30
20121231,2012,4,12,31,2012-12-31
20130101,2013,1,1,1,2013-01-01
20130102,2013,1,1,2,2013-01-02
20130103,2013,1,1,3,2013-01-03
20130104,2013,1,1,4,2013-01-04
20130105,2013,1,1,5,2013-01-05
20130106,2013,1,1,6,2013-01-06
20130107,2013,1,1,7,2013-01-07
20130108,2013,1,1,8,2013-01-08
20130109,2013,1,1,9,2013-01-09
20130110,2013,1,1,10,2013-01-10
20130111,2013,1,1,11,2013-01-11
20130112,2013,1,1,12,2013-01-12
20130113,2013,1,1,13,2013-01-13
20130114,2013,1,1,14,2013-01-14
20130115,2013,1,1,15,2013-01-15
20130116,2013,1,1,16,2013-01-16
20130117,2013,1,1,17,2013-01-17
20130118,2013,1,1,18,2013-01-18
20130119,2013,1,1,19,2013-01-19
20130120,2013,1,1,20,2013-01-20
20130121,2013,1,1,21,2013-01-21
20130122,2013,1,1,22,2013-01-22
20130123,2013,1,1,23,2013-01-23
20130124,2013,1,1,24,2013-01-24
20130125,2013,1,1,25,2013-01-25
20130126,2013,1,1,26,2013-01-26
20130127,2013,1,1,27,2013-01-27
20130128,2013,1,1,28,2013-01-28
20130129,2013,1,1,29,2013-01-29
20130130,2013,1,1,30,2013-01-30
20130131,2013,1,1,31,2013-01-31
20130201,2013,1,2,1,2013-02-01
20130202,2013,1,2,2,2013-02-02
20130203,2013,1,2,3,2013-02-03
20130204,2013,1,2,4,2013-02-04
20130205,2013,1,2,5,2013-02-05
20130206,2013,1,2,6,2013-02-06
20130207,2013,1,2,7,2013-02-07
20130208,2013,1,2,8,2013-02-08
20130209,2013,1,2,9,2013-02-09
20130210,2013,1,2,10,2013-02-10
20130211,2013,1,2,11,2013-02-11
20130212,2013,1,2,12,2013-02-12
20130213,2013,1,2,13,2013-02-13
20130214,2013,1,2,14,2013-02-14
20130215,2013,1,2,15,2013-02-15
20130216,2013,1,2,16,2013-02-16
20130217,2013,1,2,17,2013-02-17
20130218,2013,1,2,18,2013-02-18
20130219,2013,1,2,19,2013-02-19
20130220,2013,1,2,20,2013-02-20
20130221,2013,1,2,21,2013-02-21
20130222,2013,1,2,22,2013-02-22
20130223,2013,1,2,23,2013-02-23
20130224,2013,1,2,24,2013-02-24
20130225,2013,1,2,25,2013-02-25
20130226,2013,1,2,26,2013-02-26
20130227,2013,1,2,27,2013-02-27
20130228,2013,1,2,28,2013-02-28
20130301,2013,1,3,1,2013-03-01
20130302,2013,1,3,2,2013-03-02
20130303,2013,1,3,3,2013-03-03
20130304,2013,1,3,4,2013-03-04
20130305,2013,1,3,5,2013-03-05
20130306,2013,1,3,6,2013-03-06
20130307,2013,1,3,7,2013-03-07
20130308,2013,1,3,8,2013-03-08
20130309,2013,1,3,9,2013-03-09
20130310,2013,1,3,10,2013-03-10
20130311,2013,1,3,11,2013-03-11
20130312,2013,1,3,12,2013-03-12
20130313,2013,1,3,13,2013-03-13
20130314,2013,1,3,14,2013-03-14
20130315,2013,1,3,15,2013-03-15
20130316,2013,1,3,16,2013-03-16
20130317,2013,1,3,17,2013-03-17
20130318,2013,1,3,18,2013-03-18
20130319,2013,1,3,19,2013-03-19
20130320,2013,1,3,20,2013-03-20
20130321,2013,1,3,21,2013-03-21
20130322,2013,1,3,22,2013-03-22
20130323,2013,1,3,23,2013-03-23
20130324,2013,1,3,24,2013-03-24
20130325,2013,1,3,25,2013-03-25
20130326,2013,1,3,26,2013-03-26
20130327,2013,1,3,27,2013-03-27
20130328,2013,1,3,28,2013-03-28
20130329,2013,1,3,29,2013-03-29
20130330,2013,1,3,30,2013-03-30
20130331,2013,1,3,31,2013-03-31
20130401,2013,2,4,1,2013-04-01
20130402,2013,2,4,2,2013-04-02
20130403,2013,2,4,3,2013-04-03
20130404,2013,2,4,4,2013-04-04
20130405,2013,2,4,5,2013-04-05
20130406,2013,2,4,6,2013-04-06
20130407,2013,2,4,7,2013-04-07
20130408,2013,2,4,8,2013-04-08
20130409,2013,2,4,9,2013-04-09
20130410,2013,2,4,10,2013-04-10
20130411,2013,2,4,11,2013-04-11
20130412,2013,2,4,12,2013-04-12
20130413,2013,2,4,13,2013-04-13
20130414,2013,2,4,14,2013-04-14
20130415,2013,2,4,15,2013-04-15
20130416,2013,2,4,16,2013-04-16
20130417,2013,2,4,17,2013-04-17
20130418,2013,2,4,18,2013-04-18
20130419,2013,2,4,19,2013-04-19
20130420,2013,2,4,20,2013-04-20
20130421,2013,2,4,21,2013-04-21
20130422,2013,2,4,22,2013-04-22
20130423,2013,2,4,23,2013-04-23
20130424,2013,2,4,24,2013-04-24
20130425,2013,2,4,25,2013-04-25
20130426,2013,2,4,26,2013-04-26
20130427,2013,2,4,27,2013-04-27
20130428,2013,2,4,28,2013-04-28
20130429,2013,2,4,29,2013-04-29
20130430,2013,2,4,30,2013-04-30
20130501,2013,2,5,1,2013-05-01
20130502,2013,2,5,2,2013-05-02
20130503,2013,2,5,3,2013-05-03
20130504,2013,2,5,4,2013-05-04
20130505,2013,2,5,5,2013-05-05
20130506,2013,2,5,6,2013-05-06
20130507,2013,2,5,7,2013-05-07
20130508,2013,2,5,8,2013-05-08
20130509,2013,2,5,9,2013-05-09
20130510,2013,2,5,10,2013-05-10
20130511,2013,2,5,11,2013-05-11
20130512,2013,2,5,12,2013-05-12
20130513,2013,2,5,13,2013-05-13
20130514,2013,2,5,14,2013-05-14
20130515,2013,2,5,15,2013-05-15
20130516,2013,2,5,16,2013-05-16
20130517,2013,2,5,17,2013-05-17
20130518,2013,2,5,18,2013-05-18
20130519,2013,2,5,19,2013-05-19
20130520,2013,2,5,20,2013-05-20
20130521,2013,2,5,21,2013-05-21
20130522,2013,2,5,22,2013-05-22
20130523,2013,2,5,23,2013-05-23
20130524,2013,2,5,24,2013-05-24
20130525,2013,2,5,25,2013-05-25
20130526,2013,2,5,26,2013-05-26
20130527,2013,2,5,27,2013-05-27
20130528,2013,2,5,28,2013-05-28
20130529,2013,2,5,29,2013-05-29
20130530,2013,2,5,30,2013-05-30
20130531,2013,2,5,31,2013-05-31
20130601,2013,2,6,1,2013-06-01
20130602,2013,2,6,2,2013-06-02
20130603,2013,2,6,3,2013-06-03
20130604,2013,2,6,4,2013-06-04
20130605,2013,2,6,5,2013-06-05
20130606,2013,2,6,6,2013-06-06
20130607,2013,2,6,7,2013-06-07
20130608,2013,2,6,8,2013-06-08
20130609,2013,2,6,9,2013-06-09
20130610,2013,2,6,10,2013-06-10
20130611,2013,2,6,11,2013-06-11
20130612,2013,2,6,12,2013-06-12
20130613,2013,2,6,13,2013-06-13
20130614,2013,2,6,14,2013-06-14
20130615,2013,2,6,15,2013-06-15
20130616,2013,2,6,16,2013-06-16
20130617,2013,2,6,17,2013-06-17
20130618,2013,2,6,18,2013-06-18
20130619,2013,2,6,19,2013-06-19
20130620,2013,2,6,20,2013-06-20
20130621,2013,2,6,21,2013-06-21
20130622,2013,2,6,22,2013-06-22
20130623,2013,2,6,23,2013-06-23
20130624,2013,2,6,24,2013-06-24
20130625,2013,2,6,25,2013-06-25
20130626,2013,2,6,26,2013-06-26
20130627,2013,2,6,27,2013-06-27
20130628,2013,2,6,28,2013-06-28
20130629,2013,2,6,29,2013-06-29
20130630,2013,2,6,30,2013-06-30
20130701,2013,3,7,1,2013-07-01
20130702,2013,3,7,2,2013-07-02
20130703,2013,3,7,3,2013-07-03
20130704,2013,3,7,4,2013-07-04
20130705,2013,3,7,5,2013-07-05
20130706,2013,3,7,6,2013-07-06
20130707,2013,3,7,7,2013-07-07
20130708,2013,3,7,8,2013-07-08
20130709,2013,3,7,9,2013-07-09
20130710,2013,3,7,10,2013-07-10
20130711,2013,3,7,11,2013-07-11
20130712,2013,3,7,12,2013-07-12
20130713,2013,3,7,13,2013-07-13
20130714,2013,3,7,14,2013-07-14
20130715,2013,3,7,15,2013-07-15
20130716,2013,3,7,16,2013-07-16
20130717,2013,3,7,17,2013-07-17
20130718,2013,3,7,18,2013-07-18
20130719,2013,3,7,19,2013-07-19
20130720,2013,3,7,20,2013-07-20
20130721,2013,3,7,21,2013-07-21
20130722,2013,3,7,22,2013-07-22
20130723,2013,3,7,23,2013-07-23
20130724,2013,3,7,24,2013-07-24
20130725,2013,3,7,25,2013-07-25
20130726,2013,3,7,26,2013-07-26
20130727,2013,3,7,27,2013-07-27
20130728,2013,3,7,28,2013-07-28
20130729,2013,3,7,29,2013-07-29
20130730,2013,3,7,30,2013-07-30
20130731,2013,3,7,31,2013-07-31
20130801,2013,3,8,1,2013-08-01
20130802,2013,3,8,2,2013-08-02
20130803,2013,3,8,3,2013-08-03
20130804,2013,3,8,4,2013-08-04
20130805,2013,3,8,5,2013-08-05
20130806,2013,3,8,6,2013-08-06
20130807,2013,3,8,7,2013-08-07
20130808,2013,3,8,8,2013-08-08
20130809,2013,3,8,9,2013-08-09
20130810,2013,3,8,10,2013-08-10
20130811,2013,3,8,11,2013-08-11
20130812,2013,3,8,12,2013-08-12
20130813,2013,3,8,13,2013-08-13
20130814,2013,3,8,14,2013-08-14
20130815,2013,3,8,15,2013-08-15
20130816,2013,3,8,16,2013-08-16
20130817,2013,3,8,17,2013-08-17
20130818,2013,3,8,18,2013-08-18
20130819,2013,3,8,19,2013-08-19
20130820,2013,3,8,20,2013-08-20
20130821,2013,3,8,21,2013-08-21
20130822,2013,3,8,22,2013-08-22
20130823,2013,3,8,23,2013-08-23
20130824,2013,3,8,24,2013-08-24
20130825,2013,3,8,25,2013-08-25
20130826,2013,3,8,26,2013-08-26
20130827,2013,3,8,27,2013-08-27
20130828,2013,3,8,28,2013-08-28
20130829,2013,3,8,29,2013-08-29
20130830,2013,3,8,30,2013-08-30
20130831,2013,3,8,31,2013-08-31
20130901,2013,3,9,1,2013-09-01
20130902,2013,3,9,2,2013-09-02
20130903,2013,3,9,3,2013-09-03
20130904,2013,3,9,4,2013-09-04
20130905,2013,3,9,5,2013-09-05
20130906,2013,3,9,6,2013-09-06
20130907,2013,3,9,7,2013-09-07
20130908,2013,3,9,8,2013-09-08
20130909,2013,3,9,9,2013-09-09
20130910,2013,3,9,10,2013-09-10
20130911,2013,3,9,11,2013-09-11
20130912,2013,3,9,12,2013-09-12
20130913,2013,3,9,13,2013-09-13
20130914,2013,3,9,14,2013-09-14
20130915,2013,3,9,15,2013-09-15
20130916,2013,3,9,16,2013-09-16
20130917,2013,3,9,17,2013-09-17
20130918,2013,3,9,18,2013-09-18
20130919,2013,3,9,19,2013-09-19
20130920,2013,3,9,20,2013-09-20
20130921,2013,3,9,21,2013-09-21
20130922,2013,3,9,22,2013-09-22
20130923,2013,3,9,23,2013-09-23
20130924,2013,3,9,24,2013-09-24
20130925,2013,3,9,25,2013-09-25
20130926,2013,3,9,26,2013-09-26
20130927,2013,3,9,27,2013-09-27
20130928,2013,3,9,28,2013-09-28
20130929,2013,3,9,29,2013-09-29
20130930,2013,3,9,30,2013-09-30
20131001,2013,4,10,1,2013-10-01
20131002,2013,4,10,2,2013-10-02
20131003,2013,4,10,3,2013-10-03
20131004,2013,4,10,4,2013-10-04
20131005,2013,4,10,5,2013-10-05
20131006,2013,4,10,6,2013-10-06
20131007,2013,4,10,7,2013-10-07
20131008,2013,4,10,8,2013-10-08
20131009,2013,4,10,9,2013-10-09
20131010,2013,4,10,10,2013-10-10
20131011,2013,4,10,11,2013-10-11
20131012,2013,4,10,12,2013-10-12
20131013,2013,4,10,13,2013-10-13
20131014,2013,4,10,14,2013-10-14
20131015,2013,4,10,15,2013-10-15
20131016,2013,4,10,16,2013-10-16
20131017,2013,4,10,17,2013-10-17
20131018,2013,4,10,18,2013-10-18
20131019,2013,4,10,19,2013-10-19
20131020,2013,4,10,20,2013-10-20
20131021,2013,4,10,21,2013-10-21
20131022,2013,4,10,22,2013-10-22
20131023,2013,4,10,23,2013-10-23
20131024,2013,4,10,24,2013-10-24
20131025,2013,4,10,25,2013-10-25
20131026,2013,4,10,26,2013-10-26
20131027,2013,4,10,27,2013-10-27
20131028,2013,4,10,28,2013-10-28
